country,type,year,n
Macedonia,Other,2009,0
Macedonia,Other,2010,1
Macedonia,Other,2011,0
Macedonia,Other,2012,0
Macedonia,Other,2013,1
Macedonia,Other,2014,1
Macedonia,Other,2015,1
Macedonia,Study,2006,30
Macedonia,Study,2007,24
Macedonia,Study,2008,13
Macedonia,Study,2009,17
Macedonia,Study,2010,13
Macedonia,Study,2011,15
Macedonia,Study,2012,12
Macedonia,Study,2013,10
Macedonia,Study,2014,12
Macedonia,Study,2015,10
Macedonia,Work,2006,24
Macedonia,Work,2007,24
Macedonia,Work,2008,43
Macedonia,Work,2009,19
Macedonia,Work,2010,18
Macedonia,Work,2011,23
Macedonia,Work,2012,21
Macedonia,Work,2013,28
Macedonia,Work,2014,24
Macedonia,Work,2015,22
Madagascar,Asylum,2006,0
Madagascar,Asylum,2007,0
Madagascar,Asylum,2008,0
Madagascar,Asylum,2009,0
Madagascar,Asylum,2010,0
Madagascar,Asylum,2011,0
Madagascar,Asylum,2012,0
Madagascar,Asylum,2013,0
Madagascar,Asylum,2014,0
Madagascar,Asylum,2015,0
Madagascar,EU,2006,0
Madagascar,EU,2007,0
Madagascar,EU,2008,1
Madagascar,EU,2009,1
Madagascar,EU,2010,0
Madagascar,EU,2011,0
Madagascar,EU,2012,0
Madagascar,EU,2013,0
Madagascar,EU,2014,0
Madagascar,EU,2015,0
Madagascar,Family,2006,0
Madagascar,Family,2007,0
Madagascar,Family,2008,1
Madagascar,Family,2009,1
Madagascar,Family,2010,1
Madagascar,Family,2011,0
Madagascar,Family,2012,0
Madagascar,Family,2013,0
Madagascar,Family,2014,0
Madagascar,Family,2015,0
Madagascar,Other,2006,0
Madagascar,Other,2007,0
Madagascar,Other,2008,0
Madagascar,Other,2009,2
Madagascar,Other,2010,2
Madagascar,Other,2011,4
Madagascar,Other,2012,5
Madagascar,Other,2013,4
Madagascar,Other,2014,2
Madagascar,Other,2015,4
Madagascar,Study,2006,6
Madagascar,Study,2007,0
Madagascar,Study,2008,1
Madagascar,Study,2009,5
Madagascar,Study,2010,2
Madagascar,Study,2011,0
Madagascar,Study,2012,1
Madagascar,Study,2013,1
Madagascar,Study,2014,1
Madagascar,Study,2015,1
Madagascar,Work,2006,0
Madagascar,Work,2007,0
Madagascar,Work,2008,1
Madagascar,Work,2009,1
Madagascar,Work,2010,0
Madagascar,Work,2011,0
Madagascar,Work,2012,1
Madagascar,Work,2013,0
Madagascar,Work,2014,0
Madagascar,Work,2015,2
Malawi,Asylum,2006,0
Malawi,Asylum,2007,0
Malawi,Asylum,2008,0
Malawi,Asylum,2009,0
Malawi,Asylum,2010,0
Malawi,Asylum,2011,0
Malawi,Asylum,2012,0
Malawi,Asylum,2013,0
Malawi,Asylum,2014,0
Malawi,Asylum,2015,0
Malawi,EU,2006,0
Malawi,EU,2007,0
Malawi,EU,2008,0
Malawi,EU,2009,0
Malawi,EU,2010,0
Malawi,EU,2011,0
Malawi,EU,2012,1
Malawi,EU,2013,0
Malawi,EU,2014,0
Malawi,EU,2015,0
Malawi,Family,2006,4
Malawi,Family,2007,1
Malawi,Family,2008,0
Malawi,Family,2009,6
Malawi,Family,2010,1
Malawi,Family,2011,2
Malawi,Family,2012,0
Malawi,Family,2013,0
Malawi,Family,2014,1
Malawi,Family,2015,0
Malawi,Other,2006,0
Malawi,Other,2007,0
Malawi,Other,2008,0
Malawi,Other,2009,0
Malawi,Other,2010,0
Malawi,Other,2011,0
Malawi,Other,2012,0
Malawi,Other,2013,0
Malawi,Other,2014,0
Malawi,Other,2015,0
Malawi,Study,2006,1
Malawi,Study,2007,4
Malawi,Study,2008,2
Malawi,Study,2009,0
Malawi,Study,2010,1
Malawi,Study,2011,2
Malawi,Study,2012,1
Malawi,Study,2013,1
Malawi,Study,2014,2
Malawi,Study,2015,0
Malawi,Work,2006,2
Malawi,Work,2007,1
Malawi,Work,2008,0
Malawi,Work,2009,0
Malawi,Work,2010,0
Malawi,Work,2011,1
Malawi,Work,2012,0
Malawi,Work,2013,0
Malawi,Work,2014,1
Malawi,Work,2015,0
Malaysia,Asylum,2006,3
Malaysia,Asylum,2007,0
Malaysia,Asylum,2008,0
Malaysia,Asylum,2009,0
Malaysia,Asylum,2010,0
Malaysia,Asylum,2011,0
Malaysia,Asylum,2012,0
Malaysia,Asylum,2013,0
Malaysia,Asylum,2014,0
Malaysia,Asylum,2015,0
Malaysia,EU,2006,0
Malaysia,EU,2007,0
Malaysia,EU,2008,0
Malaysia,EU,2009,0
Malaysia,EU,2010,2
Malaysia,EU,2011,0
Malaysia,EU,2012,0
Malaysia,EU,2013,3
Malaysia,EU,2014,7
Malaysia,EU,2015,0
Malaysia,Family,2006,8
Malaysia,Family,2007,12
Malaysia,Family,2008,8
Malaysia,Family,2009,19
Malaysia,Family,2010,7
Malaysia,Family,2011,4
Malaysia,Family,2012,15
Malaysia,Family,2013,18
Malaysia,Family,2014,11
Malaysia,Family,2015,3
Malaysia,Other,2006,0
Malaysia,Other,2007,1
Malaysia,Other,2008,0
Malaysia,Other,2009,0
Malaysia,Other,2010,0
Malaysia,Other,2011,0
Malaysia,Other,2012,2
Malaysia,Other,2013,0
Malaysia,Other,2014,0
Malaysia,Other,2015,1
Malaysia,Study,2006,15
Malaysia,Study,2007,17
Malaysia,Study,2008,32
Malaysia,Study,2009,33
Malaysia,Study,2010,29
Malaysia,Study,2011,34
Malaysia,Study,2012,29
Malaysia,Study,2013,45
Malaysia,Study,2014,39
Malaysia,Study,2015,41
Malaysia,Work,2006,20
Malaysia,Work,2007,141
Malaysia,Work,2008,46
Malaysia,Work,2009,45
Malaysia,Work,2010,41
Malaysia,Work,2011,70
Malaysia,Work,2012,43
Malaysia,Work,2013,106
Malaysia,Work,2014,54
Malaysia,Work,2015,39
Maldives,Asylum,2006,0
Maldives,Asylum,2007,0
Maldives,Asylum,2008,0
Maldives,Asylum,2009,0
Maldives,Asylum,2010,0
Maldives,Asylum,2011,0
Maldives,Asylum,2012,0
Maldives,Asylum,2013,0
Maldives,Asylum,2014,0
Maldives,Asylum,2015,0
Maldives,EU,2006,0
Maldives,EU,2007,0
Maldives,EU,2008,0
Maldives,EU,2009,0
Maldives,EU,2010,1
Maldives,EU,2011,0
Maldives,EU,2012,0
Maldives,EU,2013,0
Maldives,EU,2014,0
Maldives,EU,2015,0
Maldives,Family,2006,0
Maldives,Family,2007,0
Maldives,Family,2008,0
Maldives,Family,2009,0
Maldives,Family,2010,0
Maldives,Family,2011,0
Maldives,Family,2012,0
Maldives,Family,2013,2
Maldives,Family,2014,0
Maldives,Family,2015,0
Maldives,Other,2006,0
Maldives,Other,2007,0
Maldives,Other,2008,0
Maldives,Other,2009,0
Maldives,Other,2010,0
Maldives,Other,2011,0
Maldives,Other,2012,0
Maldives,Other,2013,0
Maldives,Other,2014,0
Maldives,Other,2015,0
Maldives,Study,2006,4
Maldives,Study,2007,1
Maldives,Study,2008,0
Maldives,Study,2009,0
Maldives,Study,2010,1
Maldives,Study,2011,2
Maldives,Study,2012,0
Maldives,Study,2013,0
Maldives,Study,2014,0
Maldives,Study,2015,1
Maldives,Work,2006,0
Maldives,Work,2007,0
Maldives,Work,2008,1
Maldives,Work,2009,1
Maldives,Work,2010,0
Maldives,Work,2011,0
Maldives,Work,2012,0
Maldives,Work,2013,1
Maldives,Work,2014,0
Maldives,Work,2015,1
Mali,Asylum,2006,0
Mali,Asylum,2007,0
Mali,Asylum,2008,0
Mali,Asylum,2009,0
Mali,Asylum,2010,0
Mali,Asylum,2011,0
Mali,Asylum,2012,0
Mali,Asylum,2013,1
Mali,Asylum,2014,0
Mali,Asylum,2015,0
Mali,EU,2006,0
Mali,EU,2007,0
Mali,EU,2008,0
Mali,EU,2009,0
Mali,EU,2010,0
Mali,EU,2011,0
Mali,EU,2012,0
Mali,EU,2013,0
Mali,EU,2014,0
Mali,EU,2015,0
Mali,Family,2006,1
Mali,Family,2007,2
Mali,Family,2008,0
Mali,Family,2009,0
Mali,Family,2010,1
Mali,Family,2011,0
Mali,Family,2012,1
Mali,Family,2013,1
Mali,Family,2014,0
Mali,Family,2015,1
Mali,Other,2006,0
Mali,Other,2007,0
Mali,Other,2008,0
Mali,Other,2009,2
Mali,Other,2010,0
Mali,Other,2011,0
Mali,Other,2012,0
Mali,Other,2013,0
Mali,Other,2014,0
Mali,Other,2015,0
Mali,Study,2006,0
Mali,Study,2007,3
Mali,Study,2008,6
Mali,Study,2009,1
Mali,Study,2010,5
Mali,Study,2011,3
Mali,Study,2012,1
Mali,Study,2013,0
Mali,Study,2014,1
Mali,Study,2015,1
Mali,Work,2006,0
Mali,Work,2007,0
Mali,Work,2008,1
Mali,Work,2009,0
Mali,Work,2010,1
Mali,Work,2011,0
Mali,Work,2012,1
Mali,Work,2013,0
Mali,Work,2014,0
Mali,Work,2015,1
Malta,Asylum,2006,0
Malta,Asylum,2007,0
Malta,Asylum,2008,0
Malta,Asylum,2009,0
Malta,Asylum,2010,0
Malta,Asylum,2011,0
Malta,Asylum,2012,0
Malta,Asylum,2013,0
Malta,Asylum,2014,0
Malta,Asylum,2015,0
Malta,EU,2006,12
Malta,EU,2007,5
Malta,EU,2008,13
Malta,EU,2009,15
Malta,EU,2010,11
Malta,EU,2011,12
Malta,EU,2012,12
Malta,EU,2013,9
Malta,EU,2014,15
Malta,EU,2015,12
Malta,Family,2006,1
Malta,Family,2007,1
Malta,Family,2008,0
Malta,Family,2009,0
Malta,Family,2010,0
Malta,Family,2011,0
Malta,Family,2012,2
Malta,Family,2013,0
Malta,Family,2014,0
Malta,Family,2015,0
Malta,Other,2006,0
Malta,Other,2007,0
Malta,Other,2008,0
Malta,Other,2009,0
Malta,Other,2010,0
Malta,Other,2011,0
Malta,Other,2012,0
Malta,Other,2013,0
Malta,Other,2014,0
Malta,Other,2015,0
Malta,Study,2006,1
Malta,Study,2007,0
Malta,Study,2008,0
Malta,Study,2009,1
Malta,Study,2010,0
Malta,Study,2011,0
Malta,Study,2012,0
Malta,Study,2013,0
Malta,Study,2014,0
Malta,Study,2015,0
Malta,Work,2006,0
Malta,Work,2007,57
Malta,Work,2008,7
Malta,Work,2009,0
Malta,Work,2010,0
Malta,Work,2011,0
Malta,Work,2012,0
Malta,Work,2013,0
Malta,Work,2014,0
Malta,Work,2015,0
Marshall Islands,Asylum,2006,0
Marshall Islands,Asylum,2007,0
Marshall Islands,Asylum,2008,0
Marshall Islands,Asylum,2009,0
Marshall Islands,Asylum,2010,0
Marshall Islands,Asylum,2011,0
Marshall Islands,Asylum,2012,0
Marshall Islands,Asylum,2013,0
Marshall Islands,Asylum,2014,0
Marshall Islands,Asylum,2015,0
Marshall Islands,EU,2006,0
Marshall Islands,EU,2007,0
Marshall Islands,EU,2008,0
Marshall Islands,EU,2009,0
Marshall Islands,EU,2010,0
Marshall Islands,EU,2011,0
Marshall Islands,EU,2012,0
Marshall Islands,EU,2013,0
Marshall Islands,EU,2014,0
Marshall Islands,EU,2015,0
Marshall Islands,Family,2006,0
Marshall Islands,Family,2007,0
Marshall Islands,Family,2008,0
Marshall Islands,Family,2009,0
Marshall Islands,Family,2010,0
Marshall Islands,Family,2011,0
Marshall Islands,Family,2012,0
Marshall Islands,Family,2013,0
Marshall Islands,Family,2014,0
Marshall Islands,Family,2015,0
Marshall Islands,Other,2006,0
Marshall Islands,Other,2007,0
Marshall Islands,Other,2008,0
Marshall Islands,Other,2009,0
Marshall Islands,Other,2010,0
Marshall Islands,Other,2011,0
Marshall Islands,Other,2012,0
Marshall Islands,Other,2013,0
Marshall Islands,Other,2014,0
Marshall Islands,Other,2015,0
Marshall Islands,Study,2006,0
Marshall Islands,Study,2007,0
Marshall Islands,Study,2008,0
Marshall Islands,Study,2009,0
Marshall Islands,Study,2010,0
Marshall Islands,Study,2011,0
Marshall Islands,Study,2012,0
Marshall Islands,Study,2013,0
Marshall Islands,Study,2014,0
Marshall Islands,Study,2015,0
Marshall Islands,Work,2006,0
Marshall Islands,Work,2007,0
Marshall Islands,Work,2008,0
Marshall Islands,Work,2009,0
Marshall Islands,Work,2010,0
Marshall Islands,Work,2011,0
Marshall Islands,Work,2012,0
Marshall Islands,Work,2013,0
Marshall Islands,Work,2014,0
Marshall Islands,Work,2015,0
Martinique,Asylum,2006,0
Martinique,Asylum,2007,0
Martinique,Asylum,2008,0
Martinique,Asylum,2009,0
Martinique,Asylum,2010,0
Martinique,Asylum,2011,0
Martinique,Asylum,2012,0
Martinique,Asylum,2013,0
Martinique,Asylum,2014,0
Martinique,Asylum,2015,0
Martinique,EU,2006,0
Martinique,EU,2007,0
Martinique,EU,2008,0
Martinique,EU,2009,0
Martinique,EU,2010,0
Martinique,EU,2011,0
Martinique,EU,2012,0
Martinique,EU,2013,0
Martinique,EU,2014,0
Martinique,EU,2015,0
Martinique,Family,2006,0
Martinique,Family,2007,0
Martinique,Family,2008,0
Martinique,Family,2009,0
Martinique,Family,2010,0
Martinique,Family,2011,0
Martinique,Family,2012,0
Martinique,Family,2013,0
Martinique,Family,2014,0
Martinique,Family,2015,0
Martinique,Other,2006,0
Martinique,Other,2007,0
Martinique,Other,2008,0
Martinique,Other,2009,0
Martinique,Other,2010,0
Martinique,Other,2011,0
Martinique,Other,2012,0
Martinique,Other,2013,0
Martinique,Other,2014,0
Martinique,Other,2015,0
Martinique,Study,2006,0
Martinique,Study,2007,0
Martinique,Study,2008,0
Martinique,Study,2009,0
Martinique,Study,2010,0
Martinique,Study,2011,0
Martinique,Study,2012,0
Martinique,Study,2013,0
Martinique,Study,2014,0
Martinique,Study,2015,0
Martinique,Work,2006,0
Martinique,Work,2007,0
Martinique,Work,2008,0
Martinique,Work,2009,0
Martinique,Work,2010,0
Martinique,Work,2011,0
Martinique,Work,2012,0
Martinique,Work,2013,0
Martinique,Work,2014,0
Martinique,Work,2015,0
Mauritania,Asylum,2006,0
Mauritania,Asylum,2007,0
Mauritania,Asylum,2008,0
Mauritania,Asylum,2009,0
Mauritania,Asylum,2010,0
Mauritania,Asylum,2011,0
Mauritania,Asylum,2012,0
Mauritania,Asylum,2013,0
Mauritania,Asylum,2014,1
Mauritania,Asylum,2015,0
Mauritania,EU,2006,0
Mauritania,EU,2007,0
Mauritania,EU,2008,1
Mauritania,EU,2009,0
Mauritania,EU,2010,0
Mauritania,EU,2011,0
Mauritania,EU,2012,0
Mauritania,EU,2013,0
Mauritania,EU,2014,0
Mauritania,EU,2015,0
Mauritania,Family,2006,1
Mauritania,Family,2007,0
Mauritania,Family,2008,0
Mauritania,Family,2009,0
Mauritania,Family,2010,0
Mauritania,Family,2011,0
Mauritania,Family,2012,0
Mauritania,Family,2013,0
Mauritania,Family,2014,0
Mauritania,Family,2015,0
Mauritania,Other,2006,0
Mauritania,Other,2007,0
Mauritania,Other,2008,0
Mauritania,Other,2009,0
Mauritania,Other,2010,0
Mauritania,Other,2011,0
Mauritania,Other,2012,0
Mauritania,Other,2013,0
Mauritania,Other,2014,0
Mauritania,Other,2015,0
Mauritania,Study,2006,2
Mauritania,Study,2007,0
Mauritania,Study,2008,0
Mauritania,Study,2009,1
Mauritania,Study,2010,0
Mauritania,Study,2011,0
Mauritania,Study,2012,0
Mauritania,Study,2013,0
Mauritania,Study,2014,1
Mauritania,Study,2015,0
Mauritania,Work,2006,0
Mauritania,Work,2007,0
Mauritania,Work,2008,1
Mauritania,Work,2009,0
Mauritania,Work,2010,0
Mauritania,Work,2011,0
Mauritania,Work,2012,0
Mauritania,Work,2013,0
Mauritania,Work,2014,1
Mauritania,Work,2015,0
Mauritius,Asylum,2006,0
Mauritius,Asylum,2007,0
Mauritius,Asylum,2008,0
Mauritius,Asylum,2009,0
Mauritius,Asylum,2010,0
Mauritius,Asylum,2011,0
Mauritius,Asylum,2012,0
Mauritius,Asylum,2013,0
Mauritius,Asylum,2014,0
Mauritius,Asylum,2015,0
Mauritius,EU,2006,0
Mauritius,EU,2007,0
Mauritius,EU,2008,0
Mauritius,EU,2009,0
Mauritius,EU,2010,0
Mauritius,EU,2011,0
Mauritius,EU,2012,0
Mauritius,EU,2013,2
Mauritius,EU,2014,0
Mauritius,EU,2015,0
Mauritius,Family,2006,2
Mauritius,Family,2007,0
Mauritius,Family,2008,3
Mauritius,Family,2009,0
Mauritius,Family,2010,1
Mauritius,Family,2011,1
Mauritius,Family,2012,2
Mauritius,Family,2013,4
Mauritius,Family,2014,3
Mauritius,Family,2015,2
Mauritius,Other,2006,0
Mauritius,Other,2007,0
Mauritius,Other,2008,1
Mauritius,Other,2009,1
Mauritius,Other,2010,0
Mauritius,Other,2011,0
Mauritius,Other,2012,0
Mauritius,Other,2013,0
Mauritius,Other,2014,0
Mauritius,Other,2015,0
Mauritius,Study,2006,1
Mauritius,Study,2007,2
Mauritius,Study,2008,0
Mauritius,Study,2009,0
Mauritius,Study,2010,1
Mauritius,Study,2011,0
Mauritius,Study,2012,1
Mauritius,Study,2013,1
Mauritius,Study,2014,1
Mauritius,Study,2015,2
Mauritius,Work,2006,1
Mauritius,Work,2007,1
Mauritius,Work,2008,6
Mauritius,Work,2009,6
Mauritius,Work,2010,5
Mauritius,Work,2011,5
Mauritius,Work,2012,0
Mauritius,Work,2013,4
Mauritius,Work,2014,4
Mauritius,Work,2015,2
Mexico,Asylum,2006,0
Mexico,Asylum,2007,0
Mexico,Asylum,2008,0
Mexico,Asylum,2009,0
Mexico,Asylum,2010,0
Mexico,Asylum,2011,0
Mexico,Asylum,2012,0
Mexico,Asylum,2013,0
Mexico,Asylum,2014,0
Mexico,Asylum,2015,0
Mexico,EU,2006,1
Mexico,EU,2007,5
Mexico,EU,2008,3
Mexico,EU,2009,4
Mexico,EU,2010,7
Mexico,EU,2011,8
Mexico,EU,2012,6
Mexico,EU,2013,4
Mexico,EU,2014,8
Mexico,EU,2015,6
Mexico,Family,2006,21
Mexico,Family,2007,33
Mexico,Family,2008,22
Mexico,Family,2009,29
Mexico,Family,2010,34
Mexico,Family,2011,15
Mexico,Family,2012,16
Mexico,Family,2013,35
Mexico,Family,2014,25
Mexico,Family,2015,28
Mexico,Other,2006,1
Mexico,Other,2007,1
Mexico,Other,2008,0
Mexico,Other,2009,1
Mexico,Other,2010,0
Mexico,Other,2011,0
Mexico,Other,2012,0
Mexico,Other,2013,0
Mexico,Other,2014,0
Mexico,Other,2015,0
Mexico,Study,2006,116
Mexico,Study,2007,98
Mexico,Study,2008,115
Mexico,Study,2009,86
Mexico,Study,2010,90
Mexico,Study,2011,106
Mexico,Study,2012,119
Mexico,Study,2013,155
Mexico,Study,2014,154
Mexico,Study,2015,168
Mexico,Work,2006,23
Mexico,Work,2007,46
Mexico,Work,2008,59
Mexico,Work,2009,48
Mexico,Work,2010,42
Mexico,Work,2011,65
Mexico,Work,2012,76
Mexico,Work,2013,75
Mexico,Work,2014,82
Mexico,Work,2015,78
Middle East not stated,Asylum,2006,0
Middle East not stated,Asylum,2007,0
Middle East not stated,Asylum,2008,0
Middle East not stated,Asylum,2009,0
Middle East not stated,Asylum,2010,0
Middle East not stated,Asylum,2011,0
Middle East not stated,Asylum,2012,0
Middle East not stated,Asylum,2013,0
Middle East not stated,Asylum,2014,0
Middle East not stated,Asylum,2015,0
Middle East not stated,EU,2006,0
Middle East not stated,EU,2007,0
Middle East not stated,EU,2008,0
Middle East not stated,EU,2009,0
Middle East not stated,EU,2010,0
Middle East not stated,EU,2011,0
Middle East not stated,EU,2012,0
Middle East not stated,EU,2013,0
Middle East not stated,EU,2014,0
Middle East not stated,EU,2015,0
Middle East not stated,Family,2006,0
Middle East not stated,Family,2007,0
Middle East not stated,Family,2008,0
Middle East not stated,Family,2009,0
Middle East not stated,Family,2010,0
Middle East not stated,Family,2011,0
Middle East not stated,Family,2012,0
Middle East not stated,Family,2013,0
Middle East not stated,Family,2014,0
Middle East not stated,Family,2015,0
Middle East not stated,Other,2006,0
Middle East not stated,Other,2007,0
Middle East not stated,Other,2008,0
Middle East not stated,Other,2009,0
Middle East not stated,Other,2010,0
Middle East not stated,Other,2011,0
Middle East not stated,Other,2012,0
Middle East not stated,Other,2013,0
Middle East not stated,Other,2014,0
Middle East not stated,Other,2015,0
Middle East not stated,Study,2006,0
Middle East not stated,Study,2007,0
Middle East not stated,Study,2008,0
Middle East not stated,Study,2009,0
Middle East not stated,Study,2010,0
Middle East not stated,Study,2011,0
Middle East not stated,Study,2012,0
Middle East not stated,Study,2013,0
Middle East not stated,Study,2014,0
Middle East not stated,Study,2015,0
Middle East not stated,Work,2006,0
Middle East not stated,Work,2007,0
Middle East not stated,Work,2008,0
Middle East not stated,Work,2009,0
Middle East not stated,Work,2010,0
Middle East not stated,Work,2011,0
Middle East not stated,Work,2012,0
Middle East not stated,Work,2013,0
Middle East not stated,Work,2014,0
Middle East not stated,Work,2015,0
Moldova,Asylum,2006,0
Moldova,Asylum,2007,0
Moldova,Asylum,2008,0
Moldova,Asylum,2009,0
Moldova,Asylum,2010,0
Moldova,Asylum,2011,0
Moldova,Asylum,2012,0
Moldova,Asylum,2013,0
Moldova,Asylum,2014,0
Moldova,Asylum,2015,0
Moldova,EU,2006,0
Moldova,EU,2007,2
Moldova,EU,2008,4
Moldova,EU,2009,4
Moldova,EU,2010,4
Moldova,EU,2011,6
Moldova,EU,2012,10
Moldova,EU,2013,2
Moldova,EU,2014,6
Moldova,EU,2015,21
Moldova,Family,2006,5
Moldova,Family,2007,14
Moldova,Family,2008,3
Moldova,Family,2009,2
Moldova,Family,2010,7
Moldova,Family,2011,4
Moldova,Family,2012,6
Moldova,Family,2013,6
Moldova,Family,2014,3
Moldova,Family,2015,1
Moldova,Other,2006,0
Moldova,Other,2007,0
Moldova,Other,2008,0
Moldova,Other,2009,0
Moldova,Other,2010,0
Moldova,Other,2011,0
Moldova,Other,2012,0
Moldova,Other,2013,0
Moldova,Other,2014,0
Moldova,Other,2015,0
Moldova,Study,2006,33
Moldova,Study,2007,26
Moldova,Study,2008,57
Moldova,Study,2009,51
Moldova,Study,2010,32
Moldova,Study,2011,25
Moldova,Study,2012,15
Moldova,Study,2013,8
Moldova,Study,2014,10
Moldova,Study,2015,6
Moldova,Work,2006,10
Moldova,Work,2007,12
Moldova,Work,2008,26
Moldova,Work,2009,30
Moldova,Work,2010,13
Moldova,Work,2011,40
Moldova,Work,2012,11
Moldova,Work,2013,21
Moldova,Work,2014,7
Moldova,Work,2015,2
Monaco,Asylum,2006,0
Monaco,Asylum,2007,0
Monaco,Asylum,2008,0
Monaco,Asylum,2009,0
Monaco,Asylum,2010,0
Monaco,Asylum,2011,0
Monaco,Asylum,2012,0
Monaco,Asylum,2013,0
Monaco,Asylum,2014,0
Monaco,Asylum,2015,0
Monaco,EU,2006,0
Monaco,EU,2007,1
Monaco,EU,2008,0
Monaco,EU,2009,0
Monaco,EU,2010,0
Monaco,EU,2011,0
Monaco,EU,2012,0
Monaco,EU,2013,0
Monaco,EU,2014,0
Monaco,EU,2015,0
Monaco,Family,2006,0
Monaco,Family,2007,0
Monaco,Family,2008,0
Monaco,Family,2009,0
Monaco,Family,2010,0
Monaco,Family,2011,0
Monaco,Family,2012,0
Monaco,Family,2013,0
Monaco,Family,2014,0
Monaco,Family,2015,0
Monaco,Other,2006,0
Monaco,Other,2007,0
Monaco,Other,2008,0
Monaco,Other,2009,0
Monaco,Other,2010,0
Monaco,Other,2011,0
Monaco,Other,2012,0
Monaco,Other,2013,0
Monaco,Other,2014,0
Monaco,Other,2015,0
Monaco,Study,2006,1
Monaco,Study,2007,0
Monaco,Study,2008,0
Monaco,Study,2009,0
Monaco,Study,2010,0
Monaco,Study,2011,0
Monaco,Study,2012,0
Monaco,Study,2013,0
Monaco,Study,2014,0
Monaco,Study,2015,0
Monaco,Work,2006,0
Monaco,Work,2007,0
Monaco,Work,2008,0
Monaco,Work,2009,0
Monaco,Work,2010,0
Monaco,Work,2011,0
Monaco,Work,2012,0
Monaco,Work,2013,0
Monaco,Work,2014,0
Monaco,Work,2015,0
Mongolia,Asylum,2006,0
Mongolia,Asylum,2007,1
Mongolia,Asylum,2008,0
Mongolia,Asylum,2009,0
Mongolia,Asylum,2010,0
Mongolia,Asylum,2011,0
Mongolia,Asylum,2012,0
Mongolia,Asylum,2013,0
Mongolia,Asylum,2014,0
Mongolia,Asylum,2015,0
Mongolia,EU,2006,0
Mongolia,EU,2007,1
Mongolia,EU,2008,2
Mongolia,EU,2009,0
Mongolia,EU,2010,1
Mongolia,EU,2011,1
Mongolia,EU,2012,2
Mongolia,EU,2013,0
Mongolia,EU,2014,1
Mongolia,EU,2015,0
Mongolia,Family,2006,1
Mongolia,Family,2007,6
Mongolia,Family,2008,0
Mongolia,Family,2009,7
Mongolia,Family,2010,3
Mongolia,Family,2011,2
Mongolia,Family,2012,6
Mongolia,Family,2013,3
Mongolia,Family,2014,0
Mongolia,Family,2015,1
Mongolia,Other,2006,0
Mongolia,Other,2007,1
Mongolia,Other,2008,0
Mongolia,Other,2009,0
Mongolia,Other,2010,0
Mongolia,Other,2011,0
Mongolia,Other,2012,0
Mongolia,Other,2013,0
Mongolia,Other,2014,0
Mongolia,Other,2015,0
Mongolia,Study,2006,23
Mongolia,Study,2007,24
Mongolia,Study,2008,22
Mongolia,Study,2009,12
Mongolia,Study,2010,6
Mongolia,Study,2011,6
Mongolia,Study,2012,0
Mongolia,Study,2013,11
Mongolia,Study,2014,2
Mongolia,Study,2015,5
Mongolia,Work,2006,0
Mongolia,Work,2007,0
Mongolia,Work,2008,3
Mongolia,Work,2009,1
Mongolia,Work,2010,8
Mongolia,Work,2011,5
Mongolia,Work,2012,1
Mongolia,Work,2013,0
Mongolia,Work,2014,2
Mongolia,Work,2015,3
Montenegro,Asylum,2006,0
Montenegro,Asylum,2007,0
Montenegro,Asylum,2008,0
Montenegro,Asylum,2009,0
Montenegro,Asylum,2010,0
Montenegro,Asylum,2011,0
Montenegro,Asylum,2012,0
Montenegro,Asylum,2013,0
Montenegro,Asylum,2014,0
Montenegro,Asylum,2015,0
Montenegro,EU,2006,0
Montenegro,EU,2007,0
Montenegro,EU,2008,0
Montenegro,EU,2009,0
Montenegro,EU,2010,0
Montenegro,EU,2011,1
Montenegro,EU,2012,4
Montenegro,EU,2013,0
Montenegro,EU,2014,4
Montenegro,EU,2015,2
Montenegro,Family,2006,0
Montenegro,Family,2007,10
Montenegro,Family,2008,9
Montenegro,Family,2009,18
Montenegro,Family,2010,12
Montenegro,Family,2011,4
Montenegro,Family,2012,6
Montenegro,Family,2013,7
Montenegro,Family,2014,16
Montenegro,Family,2015,8
Montenegro,Other,2006,0
Montenegro,Other,2007,0
Montenegro,Other,2008,1
Montenegro,Other,2009,0
Montenegro,Other,2010,0
Montenegro,Other,2011,0
Montenegro,Other,2012,0
Montenegro,Other,2013,0
Montenegro,Other,2014,0
Montenegro,Other,2015,0
Montenegro,Study,2006,0
Montenegro,Study,2007,2
Montenegro,Study,2008,4
Montenegro,Study,2009,2
Montenegro,Study,2010,4
Montenegro,Study,2011,0
Montenegro,Study,2012,3
Montenegro,Study,2013,3
Montenegro,Study,2014,4
Montenegro,Study,2015,2
Montenegro,Work,2006,0
Montenegro,Work,2007,6
Montenegro,Work,2008,3
Montenegro,Work,2009,4
Montenegro,Work,2010,2
Montenegro,Work,2011,1
Montenegro,Work,2012,5
Montenegro,Work,2013,1
Montenegro,Work,2014,3
Montenegro,Work,2015,7
Morocco,Asylum,2006,0
Morocco,Asylum,2007,0
Morocco,Asylum,2008,1
Morocco,Asylum,2009,1
Morocco,Asylum,2010,1
Morocco,Asylum,2011,0
Morocco,Asylum,2012,5
Morocco,Asylum,2013,3
Morocco,Asylum,2014,1
Morocco,Asylum,2015,1
Morocco,EU,2006,5
Morocco,EU,2007,2
Morocco,EU,2008,7
Morocco,EU,2009,11
